Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
Ray Rice,101.0,78.0,702.0,1.0,9.0,7.0,2009
Tim Hightower,80.0,63.0,428.0,0.0,6.8,5.4,2009
Matt Forte,72.0,57.0,471.0,0.0,8.3,6.5,2009
Maurice Jones-Drew,71.0,53.0,374.0,1.0,7.1,5.3,2009
Frank Gore,75.0,52.0,406.0,3.0,7.8,5.4,2009
Joseph Addai,63.0,51.0,336.0,3.0,6.6,5.3,2009
Steven Jackson,75.0,51.0,322.0,0.0,6.3,4.3,2009
Chris Johnson,71.0,50.0,503.0,2.0,10.1,7.1,2009
Reggie Bush,68.0,47.0,335.0,3.0,7.1,4.9,2009
Fred Jackson,61.0,46.0,371.0,2.0,8.1,6.1,2009
Darren Sproles,57.0,45.0,497.0,4.0,11.0,8.7,2009
Steve Slaton,55.0,44.0,417.0,4.0,9.5,7.6,2009
Chester Taylor,59.0,44.0,389.0,1.0,8.8,6.6,2009
Adrian Peterson,57.0,43.0,436.0,0.0,10.1,7.6,2009
Justin Forsett,57.0,41.0,350.0,1.0,8.5,6.1,2009
Kevin Smith,57.0,41.0,415.0,1.0,10.1,7.3,2009
Jamaal Charles,55.0,40.0,297.0,1.0,7.4,5.4,2009
LeSean McCoy,55.0,40.0,308.0,0.0,7.7,5.6,2009
Pierre Thomas,45.0,39.0,302.0,2.0,7.7,6.7,2009
Kevin Faulk,53.0,37.0,301.0,1.0,8.1,5.7,2009
Julius Jones,43.0,35.0,232.0,2.0,6.6,5.4,2009
Ricky Williams,53.0,35.0,264.0,2.0,7.5,5.0,2009
Jerome Harrison,50.0,34.0,220.0,2.0,6.5,4.4,2009
Correll Buckhalter,38.0,31.0,240.0,0.0,7.7,6.3,2009
Brian Leonard,35.0,30.0,217.0,0.0,7.2,6.2,2009
Jason Snelling,39.0,30.0,259.0,1.0,8.6,6.6,2009
DeAngelo Williams,41.0,29.0,252.0,0.0,8.7,6.1,2009
Marshawn Lynch,37.0,28.0,179.0,0.0,6.4,4.8,2009
Knowshon Moreno,41.0,28.0,213.0,2.0,7.6,5.2,2009
Cadillac Williams,39.0,28.0,217.0,3.0,7.8,5.6,2009
Rock Cartwright,32.0,27.0,242.0,1.0,9.0,7.6,2009
Marion Barber III,36.0,26.0,221.0,0.0,8.5,6.1,2009
Maurice Morris,38.0,26.0,210.0,0.0,8.1,5.5,2009
Ryan Grant,30.0,25.0,197.0,0.0,7.9,6.6,2009
Rashard Mendenhall,32.0,25.0,261.0,1.0,10.4,8.2,2009
Brian Westbrook,34.0,25.0,181.0,1.0,7.2,5.3,2009
Ahmad Bradshaw,30.0,21.0,207.0,0.0,9.9,6.9,2009
Brandon Jackson,26.0,21.0,187.0,1.0,8.9,7.2,2009
Le'Ron McClain,27.0,21.0,141.0,0.0,6.7,5.2,2009
Darren McFadden,36.0,21.0,245.0,0.0,11.7,6.8,2009
Mewelde Moore,31.0,21.0,153.0,2.0,7.3,4.9,2009
Delanie Walker,33.0,21.0,233.0,0.0,11.1,7.1,2009
Lex Hilliard,20.0,20.0,158.0,2.0,7.9,7.9,2009
Vonta Leach,26.0,20.0,155.0,1.0,7.8,6.0,2009
LaDainian Tomlinson,30.0,20.0,154.0,0.0,7.7,5.1,2009
Derrick Ward,24.0,20.0,150.0,2.0,7.5,6.3,2009
Justin Griffith,26.0,19.0,118.0,1.0,6.2,4.5,2009
Felix Jones,22.0,19.0,119.0,0.0,6.3,5.4,2009
Sammy Morris,27.0,19.0,180.0,0.0,9.5,6.7,2009
Jerious Norwood,22.0,19.0,186.0,1.0,9.8,8.5,2009
Kenneth Darby,24.0,18.0,96.0,0.0,5.3,4.0,2009
Brandon Jacobs,31.0,18.0,184.0,1.0,10.2,5.9,2009
Jonathan Stewart,26.0,18.0,139.0,1.0,7.7,5.3,2009
Cedric Benson,24.0,17.0,111.0,0.0,6.5,4.6,2009
Ladell Betts,21.0,17.0,179.0,0.0,10.5,8.5,2009
Michael Bush,19.0,17.0,105.0,0.0,6.2,5.5,2009
Justin Fargas,21.0,17.0,113.0,0.0,6.6,5.4,2009
Mike Sellers,26.0,17.0,176.0,2.0,10.4,6.8,2009
Mike Tolbert,22.0,17.0,192.0,3.0,11.3,8.7,2009
Chris Brown,21.0,16.0,74.0,0.0,4.6,3.5,2009
Rashad Jennings,18.0,16.0,101.0,0.0,6.3,5.6,2009
Tashard Choice,22.0,15.0,132.0,0.0,8.8,6.0,2009
Willis McGahee,22.0,15.0,85.0,2.0,5.7,3.9,2009
Leon Washington,26.0,15.0,131.0,0.0,8.7,5.0,2009
Leonard Weaver,26.0,15.0,140.0,2.0,9.3,5.4,2009
Larry Johnson,21.0,15.0,80.0,0.0,5.3,3.8,2009
Larry Johnson,17.0,12.0,76.0,0.0,6.3,4.5,2009
Larry Johnson,4.0,3.0,4.0,0.0,1.3,1.0,2009
Ronnie Brown,20.0,14.0,98.0,0.0,7.0,4.9,2009
Earnest Graham,22.0,14.0,109.0,0.0,7.8,5.0,2009
Laurence Maroney,18.0,14.0,99.0,0.0,7.1,5.5,2009
Jerome Felton,17.0,13.0,133.0,0.0,10.2,7.8,2009
Ryan Moats,15.0,13.0,106.0,1.0,8.2,7.1,2009
Ahmard Hall,16.0,12.0,79.0,0.0,6.6,4.9,2009
Gary Russell,15.0,12.0,96.0,0.0,8.0,6.4,2009
Beanie Wells,16.0,12.0,143.0,0.0,11.9,8.9,2009
Donald Brown,14.0,11.0,169.0,0.0,15.4,12.1,2009
Glen Coffee,18.0,11.0,76.0,0.0,6.9,4.2,2009
Lousaka Polite,23.0,11.0,51.0,0.0,4.6,2.2,2009
Mike Cox,13.0,10.0,79.0,0.0,7.9,6.1,2009
Heath Evans,13.0,10.0,70.0,2.0,7.0,5.4,2009
Thomas Jones,18.0,10.0,58.0,0.0,5.8,3.2,2009
LaRod Stephens-Howling,18.0,10.0,83.0,1.0,8.3,4.6,2009
Naufahu Tahi,12.0,10.0,67.0,1.0,6.7,5.6,2009
Aaron Brown,15.0,9.0,84.0,1.0,9.3,5.6,2009
