Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
LeSean McCoy,91.0,78.0,592.0,2.0,7.6,6.5,2010
Arian Foster,84.0,66.0,604.0,2.0,9.2,7.2,2010
Ray Rice,83.0,63.0,556.0,1.0,8.8,6.7,2010
Peyton Hillis,77.0,61.0,477.0,2.0,7.8,6.2,2010
Darren Sproles,75.0,59.0,520.0,2.0,8.8,6.9,2010
Jahvid Best,80.0,58.0,487.0,2.0,8.4,6.1,2010
LaDainian Tomlinson,79.0,52.0,368.0,0.0,7.1,4.7,2010
Matt Forte,70.0,51.0,547.0,3.0,10.7,7.8,2010
Felix Jones,52.0,48.0,450.0,1.0,9.4,8.7,2010
Ahmad Bradshaw,58.0,47.0,314.0,0.0,6.7,5.4,2010
Darren McFadden,61.0,47.0,507.0,3.0,10.8,8.3,2010
Frank Gore,72.0,46.0,452.0,2.0,9.8,6.3,2010
Steven Jackson,62.0,46.0,383.0,0.0,8.3,6.2,2010
Cadillac Williams,64.0,46.0,355.0,1.0,7.7,5.5,2010
Jamaal Charles,64.0,45.0,468.0,3.0,10.4,7.3,2010
Chris Johnson,57.0,44.0,245.0,1.0,5.6,4.3,2010
Jason Snelling,51.0,44.0,303.0,3.0,6.9,5.9,2010
Brandon Jackson,50.0,43.0,342.0,1.0,8.0,6.8,2010
Mike Goodson,57.0,40.0,310.0,0.0,7.8,5.4,2010
Keiland Williams,58.0,39.0,309.0,2.0,7.9,5.3,2010
Knowshon Moreno,48.0,37.0,372.0,3.0,10.1,7.8,2010
Adrian Peterson,50.0,36.0,341.0,1.0,9.5,6.8,2010
Reggie Bush,42.0,34.0,208.0,1.0,6.1,5.0,2010
Maurice Jones-Drew,44.0,34.0,317.0,2.0,9.3,7.2,2010
Danny Woodhead,44.0,34.0,379.0,1.0,11.1,8.6,2010
Ronnie Brown,43.0,33.0,242.0,0.0,7.3,5.6,2010
Justin Forsett,51.0,33.0,252.0,0.0,7.6,4.9,2010
Fred Jackson,54.0,31.0,215.0,2.0,6.9,4.0,2010
Pierre Thomas,29.0,29.0,201.0,0.0,6.9,6.9,2010
Cedric Benson,37.0,28.0,178.0,1.0,6.4,4.8,2010
Correll Buckhalter,39.0,28.0,240.0,2.0,8.6,6.2,2010
Rashad Jennings,35.0,26.0,223.0,0.0,8.6,6.4,2010
Mewelde Moore,31.0,26.0,205.0,0.0,7.9,6.6,2010
Maurice Morris,31.0,25.0,170.0,0.0,6.8,5.5,2010
Marcel Reece,43.0,25.0,333.0,3.0,13.3,7.7,2010
Mike Tolbert,29.0,25.0,216.0,0.0,8.6,7.4,2010
C.J. Spiller,30.0,24.0,157.0,1.0,6.5,5.2,2010
Ladell Betts,31.0,23.0,141.0,0.0,6.1,4.5,2010
Rashard Mendenhall,34.0,23.0,167.0,0.0,7.3,4.9,2010
Jacob Hester,26.0,22.0,145.0,1.0,6.6,5.6,2010
Ryan Mathews,26.0,22.0,145.0,0.0,6.6,5.6,2010
Marshawn Lynch,26.0,22.0,145.0,0.0,6.6,5.6,2010
Marshawn Lynch,1.0,1.0,7.0,0.0,7.0,7.0,2010
Marshawn Lynch,25.0,21.0,138.0,0.0,6.6,5.5,2010
Toby Gerhart,29.0,21.0,167.0,0.0,8.0,5.8,2010
Tim Hightower,42.0,21.0,136.0,0.0,6.5,3.2,2010
Le'Ron McClain,26.0,21.0,134.0,0.0,6.4,5.2,2010
Donald Brown,28.0,20.0,205.0,0.0,10.3,7.3,2010
Brian Leonard,26.0,20.0,137.0,1.0,6.9,5.3,2010
Mike Sellers,40.0,20.0,224.0,0.0,11.2,5.6,2010
Chester Taylor,26.0,20.0,139.0,0.0,7.0,5.3,2010
Joseph Addai,26.0,19.0,124.0,0.0,6.5,4.8,2010
Owen Schmitt,24.0,19.0,136.0,1.0,7.2,5.7,2010
Ricky Williams,30.0,19.0,141.0,1.0,7.4,4.7,2010
Michael Bush,24.0,18.0,194.0,0.0,10.8,8.1,2010
Ryan Torain,27.0,18.0,125.0,2.0,6.9,4.6,2010
Tashard Choice,22.0,17.0,109.0,0.0,6.4,5.0,2010
Julius Jones,22.0,17.0,59.0,0.0,3.5,2.7,2010
Julius Jones,0.0,0.0,0.0,0.0,0.0,0.0,2010
Julius Jones,22.0,17.0,59.0,0.0,3.5,2.7,2010
Jim Kleinsasser,21.0,17.0,148.0,0.0,8.7,7.0,2010
Earnest Graham,19.0,16.0,130.0,1.0,8.1,6.8,2010
Shonn Greene,24.0,16.0,120.0,0.0,7.5,5.0,2010
LaRod Stephens-Howling,23.0,16.0,111.0,0.0,6.9,4.8,2010
Brian Westbrook,24.0,16.0,150.0,1.0,9.4,6.3,2010
Ahmard Hall,20.0,15.0,100.0,0.0,6.7,5.0,2010
John Kuhn,18.0,15.0,97.0,2.0,6.5,5.4,2010
Thomas Jones,20.0,14.0,122.0,0.0,8.7,6.1,2010
Willis McGahee,17.0,14.0,55.0,1.0,3.9,3.2,2010
Ovie Mughelli,18.0,13.0,126.0,1.0,9.7,7.0,2010
BenJarvus Green-Ellis,16.0,12.0,85.0,0.0,7.1,5.3,2010
Lousaka Polite,17.0,12.0,61.0,0.0,5.1,3.6,2010
Tyrell Sutton,12.0,12.0,70.0,0.0,5.8,5.8,2010
Michael Turner,20.0,12.0,85.0,0.0,7.1,4.3,2010
Jerome Harrison,13.0,12.0,85.0,0.0,7.1,6.5,2010
